,name,team,g,rec_target,rec_rec,rec_yd,rec_td,fp,fpg,season,week,next_fp,rush_att,rush_yd,rush_td
876,Nick O'Leary,BUF,1,2,1,22,0,2.2,2.2,2017,1,3.1,,,
968,Nick O'Leary,BUF,1,1,1,31,0,3.1,3.1,2017,3,5.4,,,
1068,Nick O'Leary,BUF,1,6,5,54,0,5.4,5.4,2017,5,5.8,,,
1169,Nick O'Leary,BUF,1,2,2,58,0,5.8,5.8,2017,7,0.5,,,
1245,Nick O'Leary,BUF,1,3,1,5,0,0.5,0.5,2017,8,5.1,,,
1265,Nick O'Leary,BUF,1,5,4,51,0,5.1,5.1,2017,9,6.7,,,
1313,Nick O'Leary,BUF,1,2,1,7,1,6.7,6.7,2017,10,0.8,,,
1391,Nick O'Leary,BUF,1,3,1,8,0,0.8,0.8,2017,11,1.8,,,
1431,Nick O'Leary,BUF,1,2,2,18,0,1.8,1.8,2017,12,0.9,,,
1541,Nick O'Leary,BUF,1,1,1,9,0,0.9,0.9,2017,14,3.3,,,
1573,Nick O'Leary,BUF,1,2,2,33,0,3.3,3.3,2017,15,8.6,,,
1653,Nick O'Leary,BUF,1,2,1,26,1,8.6,8.6,2017,17,,,,
389,Nick Vannett,SEA,1,1,1,7,0,0.7,0.7,2016,8,2.5,,,
625,Nick Vannett,SEA,1,2,2,25,0,2.5,2.5,2016,13,1.0,,,
889,Nick Vannett,SEA,1,1,1,10,0,1.0,1.0,2017,1,0.3,,,
1099,Nick Vannett,SEA,1,2,2,3,0,0.3,0.3,2017,5,1.2,,,
1191,Nick Vannett,SEA,1,1,1,12,0,1.2,1.2,2017,7,0.8,,,
1243,Nick Vannett,SEA,1,1,1,8,0,0.8,0.8,2017,8,2.2,,,
1325,Nick Vannett,SEA,1,2,2,22,0,2.2,2.2,2017,10,8.9,,,
1408,Nick Vannett,SEA,1,4,2,29,1,8.9,8.9,2017,12,4.0,,,
1468,Nick Vannett,SEA,1,3,3,40,0,4.0,4.0,2017,13,,,,
91,Niles Paul,WAS,1,1,1,16,0,1.6,1.6,2016,2,1.1,,,
332,Niles Paul,WAS,1,1,1,11,0,1.1,1.1,2016,7,3.2,,,
1176,Niles Paul,WAS,1,1,1,32,0,3.2,3.2,2017,7,1.6,,,
1378,Niles Paul,WAS,1,2,2,11,0,1.6,1.6,2017,11,1.6,,,
1433,Niles Paul,WAS,1,5,3,16,0,1.6,1.6,2017,12,1.2,,,
1496,Niles Paul,WAS,1,3,3,12,0,1.2,1.2,2017,13,1.5,,,
1528,Niles Paul,WAS,1,1,1,15,0,1.5,1.5,2017,14,1.1,,,
1593,Niles Paul,WAS,1,2,1,11,0,1.1,1.1,2017,15,,,,
937,O.J. Howard,TB,1,3,1,17,0,1.7,1.7,2017,2,1.2,,,
985,O.J. Howard,TB,1,1,1,12,0,1.2,1.2,2017,3,12.3,,,
1004,O.J. Howard,TB,1,4,2,63,1,12.3,12.3,2017,4,1.5,,,
1133,O.J. Howard,TB,1,3,1,15,0,1.5,1.5,2017,6,21.8,,,
1150,O.J. Howard,TB,1,6,6,98,2,21.8,21.8,2017,7,1.6,,,
1231,O.J. Howard,TB,1,2,2,16,0,1.6,1.6,2017,8,0.6,,,
1287,O.J. Howard,TB,1,2,1,6,0,0.6,0.6,2017,9,11.2,,,
1352,O.J. Howard,TB,1,4,3,52,1,11.2,11.2,2017,11,5.2,,,
1412,O.J. Howard,TB,1,4,3,52,0,5.2,5.2,2017,12,1.7,,,
1487,O.J. Howard,TB,1,2,1,17,0,1.7,1.7,2017,13,11.4,,,
1503,O.J. Howard,TB,1,6,4,54,1,11.4,11.4,2017,14,9.0,,,
1560,O.J. Howard,TB,1,1,1,30,1,9.0,9.0,2017,15,,,,
1582,Orson Charles,KC,1,1,1,18,0,1.8,1.8,2017,15,3.5,,,
1618,Orson Charles,KC,1,1,1,35,0,3.5,3.5,2017,16,,,,
97,Phillip Supernaw,TEN,1,1,1,7,0,0.7,0.7,2016,2,2.5,,,
278,Phillip Supernaw,TEN,1,2,2,25,0,2.5,2.5,2016,6,3.0,,,
376,Phillip Supernaw,TEN,1,1,1,30,0,3.0,3.0,2016,8,7.6,,,
1064,Phillip Supernaw,TEN,1,2,2,16,1,7.6,7.6,2017,5,2.0,,,
1484,Phillip Supernaw,TEN,1,1,1,20,0,2.0,2.0,2017,13,,,,
399,Randall Telfer,CLE,1,2,0,0,0,0.0,0.0,2016,8,2.0,,,
935,Randall Telfer,CLE,1,1,1,20,0,2.0,2.0,2017,2,1.2,,,
1532,Randall Telfer,CLE,1,2,1,12,0,1.2,1.2,2017,14,,,,
130,Rhett Ellison,MIN,1,1,1,18,0,1.8,1.8,2016,3,0.2,,,
194,Rhett Ellison,MIN,1,1,1,2,0,0.2,0.2,2016,4,6.5,,,
414,Rhett Ellison,MIN,1,1,1,4,0,6.5,6.5,2016,9,0.8,,,
491,Rhett Ellison,MIN,1,2,2,8,0,0.8,0.8,2016,10,2.1,,,
582,Rhett Ellison,MIN,1,2,1,21,0,2.1,2.1,2016,12,0.6,,,
646,Rhett Ellison,MIN,1,1,1,6,0,0.6,0.6,2016,13,0.9,,,
891,Rhett Ellison,NYG,1,1,1,9,0,0.9,0.9,2017,1,2.1,,,
934,Rhett Ellison,NYG,1,2,2,21,0,2.1,2.1,2017,2,7.1,,,
1011,Rhett Ellison,NYG,1,2,2,11,1,7.1,7.1,2017,4,0.9,,,
1093,Rhett Ellison,NYG,1,2,1,9,0,0.9,0.9,2017,5,2.1,,,
1277,Rhett Ellison,NYG,1,2,2,21,0,2.1,2.1,2017,9,0.7,,,
1392,Rhett Ellison,NYG,1,1,1,7,0,0.7,0.7,2017,11,0.9,,,
1442,Rhett Ellison,NYG,1,1,1,9,0,0.9,0.9,2017,12,8.0,,,
1510,Rhett Ellison,NYG,1,5,4,20,1,8.0,8.0,2017,14,6.0,,,
1611,Rhett Ellison,NYG,1,7,4,60,0,6.0,6.0,2017,16,6.3,,,
1657,Rhett Ellison,NYG,1,6,5,63,0,6.3,6.3,2017,17,,,,
27,Richard Rodgers,GB,1,3,1,22,0,2.2,2.2,2016,1,2.5,,,
84,Richard Rodgers,GB,1,2,2,25,0,2.5,2.5,2016,2,6.9,,,
109,Richard Rodgers,GB,1,3,2,9,1,6.9,6.9,2016,3,0.6,,,
234,Richard Rodgers,GB,1,5,1,6,0,0.6,0.6,2016,5,1.5,,,
287,Richard Rodgers,GB,1,3,2,15,0,1.5,1.5,2016,6,0.7,,,
339,Richard Rodgers,GB,1,1,1,7,0,0.7,0.7,2016,7,0.0,,,
398,Richard Rodgers,GB,1,0,0,0,0,0.0,0.0,2016,8,6.4,,,
415,Richard Rodgers,GB,1,10,6,64,0,6.4,6.4,2016,9,2.7,,,
479,Richard Rodgers,GB,1,7,4,27,0,2.7,2.7,2016,10,2.8,,,
522,Richard Rodgers,GB,1,4,4,28,0,2.8,2.8,2016,11,1.6,,,
631,Richard Rodgers,GB,1,2,2,16,0,1.6,1.6,2016,13,0.8,,,
699,Richard Rodgers,GB,1,2,1,8,0,0.8,0.8,2016,14,1.0,,,
744,Richard Rodgers,GB,1,1,1,10,0,1.0,1.0,2016,15,8.0,,,
760,Richard Rodgers,GB,1,2,2,20,1,8.0,8.0,2016,16,1.4,,,
835,Richard Rodgers,GB,1,1,1,14,0,1.4,1.4,2016,17,2.2,,,
933,Richard Rodgers,GB,1,4,2,22,0,2.2,2.2,2017,2,1.6,,,
1087,Richard Rodgers,GB,1,1,1,16,0,1.6,1.6,2017,5,0.5,,,
1291,Richard Rodgers,GB,1,2,1,5,0,0.5,0.5,2017,9,0.8,,,
1333,Richard Rodgers,GB,1,1,1,8,0,0.8,0.8,2017,10,2.5,,,
1427,Richard Rodgers,GB,1,3,1,25,0,2.5,2.5,2017,12,13.7,,,
1552,Richard Rodgers,GB,1,4,4,77,1,13.7,13.7,2017,15,,,,
1350,Ricky Seals-Jones,ARI,1,5,3,54,2,17.4,17.4,2017,11,13.2,,,
1404,Ricky Seals-Jones,ARI,1,6,4,72,1,13.2,13.2,2017,12,4.4,,,
1466,Ricky Seals-Jones,ARI,1,5,2,44,0,4.4,4.4,2017,13,2.0,,,
1523,Ricky Seals-Jones,ARI,1,3,1,20,0,2.0,2.0,2017,14,1.1,,,
1594,Ricky Seals-Jones,ARI,1,6,2,11,0,1.1,1.1,2017,15,,,,
186,Rob Gronkowski,NE,1,2,1,11,0,1.1,1.1,2016,4,10.9,,,
205,Rob Gronkowski,NE,1,7,5,109,0,10.9,10.9,2016,5,22.2,,,
250,Rob Gronkowski,NE,1,9,7,162,1,22.2,22.2,2016,6,15.3,,,
300,Rob Gronkowski,NE,1,4,4,93,1,15.3,15.3,2016,7,16.9,,,
350,Rob Gronkowski,NE,1,7,5,109,1,16.9,16.9,2016,8,5.6,,,
467,Rob Gronkowski,NE,1,6,3,56,0,5.6,5.6,2016,10,3.3,,,
872,Rob Gronkowski,NE,1,6,2,33,0,3.3,3.3,2017,1,17.6,,,
900,Rob Gronkowski,NE,1,9,6,116,1,17.6,17.6,2017,2,14.9,,,
951,Rob Gronkowski,NE,1,10,8,89,1,14.9,14.9,2017,3,8.0,,,
1009,Rob Gronkowski,NE,1,5,4,80,0,8.0,8.0,2017,4,20.3,,,
1100,Rob Gronkowski,NE,1,10,6,83,2,20.3,20.3,2017,6,5.1,,,
1171,Rob Gronkowski,NE,1,7,3,51,0,5.1,5.1,2017,7,11.7,,,
1203,Rob Gronkowski,NE,1,9,5,57,1,11.7,11.7,2017,8,7.4,,,
1309,Rob Gronkowski,NE,1,7,4,74,0,7.4,7.4,2017,10,3.6,,,
1367,Rob Gronkowski,NE,1,3,3,36,0,3.6,3.6,2017,11,20.2,,,
1400,Rob Gronkowski,NE,1,8,5,82,2,20.2,20.2,2017,12,14.7,,,
1453,Rob Gronkowski,NE,1,11,9,147,0,14.7,14.7,2017,13,16.8,,,
1551,Rob Gronkowski,NE,1,13,9,168,0,16.8,16.8,2017,15,12.7,,,
1602,Rob Gronkowski,NE,1,7,5,67,1,12.7,12.7,2017,16,,,,
142,Ross Travis,KC,1,2,2,10,0,1.0,1.0,2016,3,0.5,,,
495,Ross Travis,KC,1,2,1,5,0,0.5,0.5,2016,10,2.6,,,
1073,Ross Travis,KC,1,2,2,26,0,2.6,2.6,2017,5,0.3,,,
1294,Ross Travis,KC,1,2,1,3,0,0.3,0.3,2017,9,1.1,,,
1384,Ross Travis,KC,1,3,1,11,0,1.1,1.1,2017,11,3.3,,,
1574,Ross Travis,IND,1,2,2,33,0,3.3,3.3,2017,15,,,,
33,Ryan Griffin,HOU,1,2,2,17,0,1.7,1.7,2016,1,5.2,,,
116,Ryan Griffin,HOU,1,10,8,52,0,5.2,5.2,2016,3,5.4,,,
165,Ryan Griffin,HOU,1,5,3,54,0,5.4,5.4,2016,4,0.8,,,
233,Ryan Griffin,HOU,1,6,2,8,0,0.8,0.8,2016,5,3.1,,,
273,Ryan Griffin,HOU,1,5,3,31,0,3.1,3.1,2016,6,1.3,,,
329,Ryan Griffin,HOU,1,5,2,13,0,1.3,1.3,2016,7,3.4,,,
372,Ryan Griffin,HOU,1,3,3,34,0,3.4,3.4,2016,8,6.7,,,
464,Ryan Griffin,HOU,1,4,3,7,1,6.7,6.7,2016,10,3.2,,,
520,Ryan Griffin,HOU,1,5,3,32,0,3.2,3.2,2016,11,3.6,,,
575,Ryan Griffin,HOU,1,5,4,36,0,3.6,3.6,2016,12,9.5,,,
607,Ryan Griffin,HOU,1,6,4,35,1,9.5,9.5,2016,13,2.3,,,
677,Ryan Griffin,HOU,1,2,2,23,0,2.3,2.3,2016,14,8.5,,,
707,Ryan Griffin,HOU,1,8,8,85,0,8.5,8.5,2016,15,1.0,,,
837,Ryan Griffin,HOU,1,4,2,10,0,1.0,1.0,2016,17,0.0,,,
899,Ryan Griffin,HOU,1,1,0,0,0,0.0,0.0,2017,1,12.1,,,
952,Ryan Griffin,HOU,1,6,5,61,1,12.1,12.1,2017,3,1.3,,,
1041,Ryan Griffin,HOU,1,5,2,13,0,1.3,1.3,2017,4,2.2,,,
1080,Ryan Griffin,HOU,1,4,2,22,0,2.2,2.2,2017,5,5.2,,,
1116,Ryan Griffin,HOU,1,8,3,52,0,5.2,5.2,2017,6,1.0,,,
1240,Ryan Griffin,HOU,1,2,1,10,0,1.0,1.0,2017,8,,,,
1038,Ryan Hewitt,CIN,1,1,1,16,0,1.6,1.6,2017,4,0.6,,,
1548,Ryan Hewitt,CIN,1,1,1,6,0,0.6,0.6,2017,14,,,,
136,Sean McGrath,SD,1,1,1,13,0,1.3,1.3,2016,3,1.2,,,
487,Sean McGrath,SD,1,1,1,12,0,1.2,1.2,2016,10,1.0,,,
943,Sean McGrath,LAC,1,1,1,10,0,1.0,1.0,2017,2,1.0,,,
1386,Sean McGrath,LAC,1,1,1,10,0,1.0,1.0,2017,11,2.6,,,
1624,Sean McGrath,LAC,1,2,2,26,0,2.6,2.6,2017,16,,,,
393,Seth Devalve,CLE,1,2,1,5,0,0.5,0.5,2016,8,8.5,,,
457,Seth Devalve,CLE,1,1,1,25,1,8.5,8.5,2016,10,0.8,,,
537,Seth Devalve,CLE,1,1,1,8,0,0.8,0.8,2016,11,3.9,,,
573,Seth Devalve,CLE,1,4,3,39,0,3.9,3.9,2016,12,1.1,,,
693,Seth Devalve,CLE,1,2,1,11,0,1.1,1.1,2016,14,2.1,,,
786,Seth Devalve,CLE,1,1,1,21,0,2.1,2.1,2016,16,7.2,,,
814,Seth Devalve,CLE,1,1,1,12,1,7.2,7.2,2016,17,4.2,,,
865,Seth Devalve,CLE,1,5,4,42,0,4.2,4.2,2017,1,6.1,,,
916,Seth Devalve,CLE,1,4,2,61,0,6.1,6.1,2017,2,2.9,,,
972,Seth Devalve,CLE,1,5,2,29,0,2.9,2.9,2017,3,2.4,,,
1076,Seth Devalve,CLE,1,4,3,24,0,2.4,2.4,2017,5,6.9,,,
1113,Seth Devalve,CLE,1,3,2,9,1,6.9,6.9,2017,6,2.7,,,
1178,Seth Devalve,CLE,1,4,2,27,0,2.7,2.7,2017,7,0.0,,,
1248,Seth Devalve,CLE,1,3,1,0,0,0.0,0.0,2017,8,7.0,,,
1311,Seth Devalve,CLE,1,6,4,70,0,7.0,7.0,2017,10,0.5,,,
1396,Seth Devalve,CLE,1,3,1,5,0,0.5,0.5,2017,11,3.3,,,
1422,Seth Devalve,CLE,1,2,2,33,0,3.3,3.3,2017,12,3.3,,,
1471,Seth Devalve,CLE,1,3,2,33,0,3.3,3.3,2017,13,1.6,,,
1526,Seth Devalve,CLE,1,3,2,16,0,1.6,1.6,2017,14,3.2,,,
1576,Seth Devalve,CLE,1,4,2,32,0,3.2,3.2,2017,15,1.2,,,
1638,Seth Devalve,CLE,1,4,3,12,0,1.2,1.2,2017,16,,,,
25,Stephen Anderson,HOU,1,3,3,25,0,2.5,2.5,2016,1,1.5,,,
92,Stephen Anderson,HOU,1,3,2,15,0,1.5,1.5,2016,2,0.0,,,
149,Stephen Anderson,HOU,1,1,0,0,0,0.0,0.0,2016,3,1.7,,,
381,Stephen Anderson,HOU,1,2,2,17,0,1.7,1.7,2016,8,6.7,,,
463,Stephen Anderson,HOU,1,1,1,7,1,6.7,6.7,2016,10,1.4,,,
531,Stephen Anderson,HOU,1,1,1,14,0,1.4,1.4,2016,11,0.8,,,
597,Stephen Anderson,HOU,1,1,1,8,0,0.8,0.8,2016,12,0.0,,,
847,Stephen Anderson,HOU,1,1,0,0,0,0.0,0.0,2016,17,1.4,,,
885,Stephen Anderson,HOU,1,5,2,14,0,1.4,1.4,2017,1,1.4,,,
982,Stephen Anderson,HOU,1,3,1,14,0,1.4,1.4,2017,3,2.8,,,
1031,Stephen Anderson,HOU,1,2,2,28,0,2.8,2.8,2017,4,6.3,,,
1065,Stephen Anderson,HOU,1,2,2,63,0,6.3,6.3,2017,5,1.7,,,
1130,Stephen Anderson,HOU,1,2,2,17,0,1.7,1.7,2017,6,1.1,,,
1236,Stephen Anderson,HOU,1,2,1,11,0,1.1,1.1,2017,8,4.4,,,
1268,Stephen Anderson,HOU,1,6,4,44,0,4.4,4.4,2017,9,3.0,,,
1321,Stephen Anderson,HOU,1,3,2,30,0,3.0,3.0,2017,10,2.2,,,
1376,Stephen Anderson,HOU,1,3,1,22,0,2.2,2.2,2017,11,13.9,,,
1454,Stephen Anderson,HOU,1,12,5,79,1,13.9,13.9,2017,13,1.6,,,
1525,Stephen Anderson,HOU,1,6,2,16,0,1.6,1.6,2017,14,0.4,,,
1695,Stephen Anderson,HOU,1,2,1,4,0,0.4,0.4,2017,17,,,,
6,Travis Kelce,KC,1,7,6,74,0,7.4,7.4,2016,1,3.4,,,
76,Travis Kelce,KC,1,7,5,34,0,3.4,3.4,2016,2,14.9,,,
104,Travis Kelce,KC,1,7,6,89,1,14.9,14.9,2016,3,8.3,,,
159,Travis Kelce,KC,1,8,5,23,1,8.3,8.3,2016,4,3.2,,,
272,Travis Kelce,KC,1,3,3,32,0,3.2,3.2,2016,6,2.4,,,
319,Travis Kelce,KC,1,3,2,24,0,2.4,2.4,2016,7,16.1,,,
352,Travis Kelce,KC,1,10,7,101,1,16.1,16.1,2016,8,5.8,,,
419,Travis Kelce,KC,1,7,5,58,0,5.8,5.8,2016,9,3.1,,,
477,Travis Kelce,KC,1,6,3,31,0,3.1,3.1,2016,10,10.3,,,
505,Travis Kelce,KC,1,9,7,108,0,10.3,10.3,2016,11,10.1,,,
556,Travis Kelce,KC,1,15,8,101,0,10.1,10.1,2016,12,14.0,,,
604,Travis Kelce,KC,1,8,8,140,0,14.0,14.0,2016,13,10.1,,,
655,Travis Kelce,KC,1,8,5,101,0,10.1,10.1,2016,14,4.1,,,
718,Travis Kelce,KC,1,5,3,41,0,4.1,4.1,2016,15,22.0,,,
750,Travis Kelce,KC,1,12,11,160,1,22.0,22.0,2016,16,0.8,,,
841,Travis Kelce,KC,1,2,1,8,0,0.8,0.8,2016,17,4.4,,,
863,Travis Kelce,KC,1,7,5,40,0,4.4,4.4,2017,1,16.3,,,
901,Travis Kelce,KC,1,10,8,103,1,16.3,16.3,2017,2,17.4,,,
1001,Travis Kelce,KC,1,8,7,111,1,17.4,17.4,2017,4,9.8,,,
1060,Travis Kelce,KC,1,11,8,98,0,9.8,9.8,2017,5,3.7,,,
1120,Travis Kelce,KC,1,7,4,37,0,3.7,3.7,2017,6,9.3,,,
1157,Travis Kelce,KC,1,5,4,33,1,9.3,9.3,2017,7,19.3,,,
1200,Travis Kelce,KC,1,10,7,133,1,19.3,19.3,2017,8,13.3,,,
1251,Travis Kelce,KC,1,9,7,73,1,13.3,13.3,2017,9,10.9,,,
1353,Travis Kelce,KC,1,14,8,109,0,10.9,10.9,2017,11,3.9,,,
1417,Travis Kelce,KC,1,4,3,39,0,3.9,3.9,2017,12,21.4,,,
1450,Travis Kelce,KC,1,8,4,94,2,21.4,21.4,2017,13,7.4,,,
1512,Travis Kelce,KC,1,13,7,74,0,7.4,7.4,2017,14,4.6,,,
1571,Travis Kelce,KC,1,7,6,46,0,4.6,4.6,2017,15,10.7,,,
1603,Travis Kelce,KC,1,8,4,47,1,10.7,10.7,2017,16,,,,
56,Trey Burton,PHI,1,7,5,49,1,10.9,10.9,2016,2,1.9,,,
129,Trey Burton,PHI,1,6,2,19,0,1.9,1.9,2016,3,0.5,,,
236,Trey Burton,PHI,1,2,1,5,0,0.5,0.5,2016,5,0.7,,,
298,Trey Burton,PHI,1,1,1,7,0,0.7,0.7,2016,6,0.6,,,
390,Trey Burton,PHI,1,2,1,6,0,0.6,0.6,2016,8,5.5,,,
420,Trey Burton,PHI,1,3,3,55,0,5.5,5.5,2016,9,1.4,,,
533,Trey Burton,PHI,1,2,1,14,0,1.4,1.4,2016,11,1.0,,,
594,Trey Burton,PHI,1,4,3,10,0,1.0,1.0,2016,12,5.3,,,
611,Trey Burton,PHI,1,9,5,53,0,5.3,5.3,2016,13,6.5,,,
659,Trey Burton,PHI,1,10,7,65,0,6.5,6.5,2016,14,3.9,,,
823,Trey Burton,PHI,1,6,5,39,0,3.9,3.9,2016,17,1.0,,,
942,Trey Burton,PHI,1,1,1,10,0,1.0,1.0,2017,2,0.7,,,
993,Trey Burton,PHI,1,3,2,7,0,0.7,0.7,2017,3,7.6,,,
1063,Trey Burton,PHI,1,2,2,16,1,7.6,7.6,2017,5,0.9,,,
1140,Trey Burton,PHI,1,1,1,9,0,0.9,0.9,2017,6,0.7,,,
1194,Trey Burton,PHI,1,1,1,7,0,0.7,0.7,2017,7,2.1,,,
1224,Trey Burton,PHI,1,2,2,21,0,2.1,2.1,2017,8,10.1,,,
1254,Trey Burton,PHI,1,4,2,41,1,10.1,10.1,2017,9,4.2,,,
1467,Trey Burton,PHI,1,7,4,42,0,4.2,4.2,2017,13,19.1,,,
1500,Trey Burton,PHI,1,6,5,71,2,19.1,19.1,2017,14,7.5,,,
1563,Trey Burton,PHI,1,2,2,15,1,7.5,7.5,2017,15,0.9,,,
1686,Trey Burton,PHI,1,2,1,9,0,0.9,0.9,2017,17,,,,
938,Troy Niklas,ARI,1,1,1,16,0,1.6,1.6,2017,2,1.0,,,
987,Troy Niklas,ARI,1,1,1,10,0,1.0,1.0,2017,3,8.0,,,
1112,Troy Niklas,ARI,1,2,2,20,1,8.0,8.0,2017,6,1.6,,,
1280,Troy Niklas,ARI,1,3,1,16,0,1.6,1.6,2017,9,0.0,,,
1347,Troy Niklas,ARI,1,2,0,0,0,0.0,0.0,2017,10,2.2,,,
1428,Troy Niklas,ARI,1,2,2,22,0,2.2,2.2,2017,12,0.7,,,
1545,Troy Niklas,ARI,1,2,1,7,0,0.7,0.7,2017,14,4.1,,,
1572,Troy Niklas,ARI,1,6,3,41,0,4.1,4.1,2017,15,,,,
335,Tyler Eifert,CIN,1,2,1,9,0,0.9,0.9,2016,7,16.2,,,
351,Tyler Eifert,CIN,1,12,9,102,1,16.2,16.2,2016,8,9.6,,,
456,Tyler Eifert,CIN,1,5,3,96,0,9.6,9.6,2016,10,3.7,,,
516,Tyler Eifert,CIN,1,6,3,37,0,3.7,3.7,2016,11,12.8,,,
551,Tyler Eifert,CIN,1,11,5,68,1,12.8,12.8,2016,12,8.5,,,
609,Tyler Eifert,CIN,1,2,2,25,1,8.5,8.5,2016,13,16.8,,,
650,Tyler Eifert,CIN,1,6,5,48,2,16.8,16.8,2016,14,0.9,,,
745,Tyler Eifert,CIN,1,3,1,9,0,0.9,0.9,2016,15,0.4,,,
895,Tyler Eifert,CIN,1,1,1,4,0,0.4,0.4,2017,1,4.2,,,
921,Tyler Eifert,CIN,1,4,3,42,0,4.2,4.2,2017,2,,,,
49,Tyler Higbee,LAR,1,4,1,2,0,0.2,0.2,2016,1,0.0,,,
244,Tyler Higbee,LAR,1,1,0,0,0,0.0,0.0,2016,5,0.4,,,
347,Tyler Higbee,LAR,1,1,1,4,0,0.4,0.4,2016,7,3.1,,,
425,Tyler Higbee,LAR,1,7,1,31,0,3.1,3.1,2016,9,0.4,,,
541,Tyler Higbee,LAR,1,3,2,4,0,0.4,0.4,2016,11,1.6,,,
630,Tyler Higbee,LAR,1,4,2,16,0,1.6,1.6,2016,13,0.8,,,
697,Tyler Higbee,LAR,1,4,1,8,0,0.8,0.8,2016,14,1.5,,,
733,Tyler Higbee,LAR,1,1,1,15,0,1.5,1.5,2016,15,6.5,,,
766,Tyler Higbee,LAR,1,2,2,5,1,6.5,6.5,2016,16,1.7,,,
883,Tyler Higbee,LAR,1,3,2,17,0,1.7,1.7,2017,1,0.4,,,
998,Tyler Higbee,LAR,1,3,1,4,0,0.4,0.4,2017,3,4.7,,,
1018,Tyler Higbee,LAR,1,6,3,47,0,4.7,4.7,2017,4,9.8,,,
1059,Tyler Higbee,LAR,1,8,4,98,0,9.8,9.8,2017,5,0.0,,,
1147,Tyler Higbee,LAR,1,3,1,0,0,0.0,0.0,2017,6,1.3,,,
1187,Tyler Higbee,LAR,1,3,3,13,0,1.3,1.3,2017,7,6.8,,,
1261,Tyler Higbee,LAR,1,2,1,8,1,6.8,6.8,2017,9,2.2,,,
1324,Tyler Higbee,LAR,1,4,2,22,0,2.2,2.2,2017,10,0.5,,,
1397,Tyler Higbee,LAR,1,5,1,5,0,0.5,0.5,2017,11,4.8,,,
1414,Tyler Higbee,LAR,1,3,3,48,0,4.8,4.8,2017,12,1.2,,,
1591,Tyler Higbee,LAR,1,1,1,12,0,1.2,1.2,2017,15,1.5,,,
1632,Tyler Higbee,LAR,1,2,2,15,0,1.5,1.5,2017,16,,,,
75,Tyler Kroft,CIN,1,4,3,35,0,3.5,3.5,2016,2,2.9,,,
221,Tyler Kroft,CIN,1,3,3,29,0,2.9,2.9,2016,5,1.9,,,
283,Tyler Kroft,CIN,1,2,2,19,0,1.9,1.9,2016,6,0.3,,,
348,Tyler Kroft,CIN,1,1,1,3,0,0.3,0.3,2016,7,0.6,,,
392,Tyler Kroft,CIN,1,1,1,6,0,0.6,0.6,2016,8,0.5,,,
893,Tyler Kroft,CIN,1,1,1,5,0,0.5,0.5,2017,1,2.8,,,
973,Tyler Kroft,CIN,1,4,3,28,0,2.8,2.8,2017,3,18.8,,,
1000,Tyler Kroft,CIN,1,7,6,68,2,18.8,18.8,2017,4,3.8,,,
1070,Tyler Kroft,CIN,1,5,4,38,0,3.8,3.8,2017,5,8.3,,,
1160,Tyler Kroft,CIN,1,4,4,23,1,8.3,8.3,2017,7,4.6,,,
1213,Tyler Kroft,CIN,1,6,5,46,0,4.6,4.6,2017,8,7.9,,,
1256,Tyler Kroft,CIN,1,2,2,79,0,7.9,7.9,2017,9,0.4,,,
1337,Tyler Kroft,CIN,1,6,1,4,0,0.4,0.4,2017,10,7.2,,,
1360,Tyler Kroft,CIN,1,3,2,12,1,7.2,7.2,2017,11,7.4,,,
1409,Tyler Kroft,CIN,1,4,3,14,1,7.4,7.4,2017,12,3.0,,,
1474,Tyler Kroft,CIN,1,2,2,30,0,3.0,3.0,2017,13,0.3,,,
1649,Tyler Kroft,CIN,1,5,1,3,0,0.3,0.3,2017,16,17.3,,,
1650,Tyler Kroft,CIN,1,8,6,53,2,17.3,17.3,2017,17,,,,
7,Vance McDonald,SF,1,3,2,14,1,7.4,7.4,2016,1,13.5,,,
53,Vance McDonald,SF,1,2,1,75,1,13.5,13.5,2016,2,0.4,,,
146,Vance McDonald,SF,1,2,2,4,0,0.4,0.4,2016,3,2.5,,,
277,Vance McDonald,SF,1,2,2,25,0,2.5,2.5,2016,6,2.4,,,
320,Vance McDonald,SF,1,6,1,24,0,2.4,2.4,2016,7,14.4,,,
402,Vance McDonald,SF,1,6,3,84,1,14.4,14.4,2016,9,5.0,,,
470,Vance McDonald,SF,1,6,4,50,0,5.0,5.0,2016,10,10.6,,,
504,Vance McDonald,SF,1,6,3,46,1,10.6,10.6,2016,11,6.0,,,
566,Vance McDonald,SF,1,8,4,60,0,6.0,6.0,2016,12,0.9,,,
641,Vance McDonald,SF,1,4,2,9,0,0.9,0.9,2016,13,2.6,,,
1125,Vance McDonald,PIT,1,2,1,26,0,2.6,2.6,2017,6,3.7,,,
1175,Vance McDonald,PIT,1,3,2,37,0,3.7,3.7,2017,7,7.6,,,
1308,Vance McDonald,PIT,1,2,2,16,1,7.6,7.6,2017,10,5.2,,,
1516,Vance McDonald,PIT,1,6,4,52,0,5.2,5.2,2017,14,5.2,,,
1612,Vance McDonald,PIT,1,5,4,52,0,5.2,5.2,2017,16,0.5,,,
1694,Vance McDonald,PIT,1,2,1,5,0,0.5,0.5,2017,17,,,,
29,Vernon Davis,WAS,1,1,1,20,0,2.0,2.0,2016,1,5.1,,,
69,Vernon Davis,WAS,1,5,5,51,0,5.1,5.1,2016,2,0.8,,,
