,name,team,g,rush_att,rush_yd,rush_td,rec_target,rec_rec,rec_yd,rec_td,fp,fpg,season,week,next_fp
172,Spencer Ware,KC,1,13,82,0,5,1,14,0,9.6,9.6,2016,4,22.3
255,Spencer Ware,KC,1,24,131,1,2,2,32,0,22.3,22.3,2016,6,19.1
305,Spencer Ware,KC,1,17,77,0,2,2,54,1,19.1,19.1,2016,7,4.7
386,Spencer Ware,KC,1,7,19,0,2,2,28,0,4.7,4.7,2016,8,7.2
476,Spencer Ware,KC,1,13,61,0,3,3,11,0,7.2,7.2,2016,10,8.5
528,Spencer Ware,KC,1,17,69,0,2,2,16,0,8.5,8.5,2016,11,9.6
566,Spencer Ware,KC,1,17,64,0,2,2,32,0,9.6,9.6,2016,12,17.2
609,Spencer Ware,KC,1,14,29,1,4,3,23,1,17.2,17.2,2016,13,6.3
684,Spencer Ware,KC,1,20,56,0,2,1,7,0,6.3,6.3,2016,14,9.5
726,Spencer Ware,KC,1,18,70,0,3,3,25,0,9.5,9.5,2016,15,8.2
781,Spencer Ware,KC,1,13,62,0,3,2,20,0,8.2,8.2,2016,16,
17,T.J. Yeldon,JAC,1,21,39,1,6,4,30,0,12.9,12.9,2016,1,3.8
98,T.J. Yeldon,JAC,1,7,28,0,9,8,10,0,3.8,3.8,2016,2,11.7
167,T.J. Yeldon,JAC,1,14,71,0,5,4,46,0,11.7,11.7,2016,4,2.6
296,T.J. Yeldon,JAC,1,6,21,0,2,1,5,0,2.6,2.6,2016,6,2.8
346,T.J. Yeldon,JAC,1,6,24,0,2,1,4,0,2.8,2.8,2016,7,5.6
384,T.J. Yeldon,JAC,1,3,20,0,4,4,36,0,5.6,5.6,2016,8,12.5
411,T.J. Yeldon,JAC,1,7,33,0,6,5,32,1,12.5,12.5,2016,9,5.9
479,T.J. Yeldon,JAC,1,9,32,0,3,3,27,0,5.9,5.9,2016,10,3.2
545,T.J. Yeldon,JAC,1,4,16,0,3,2,16,0,3.2,3.2,2016,11,8.2
621,T.J. Yeldon,JAC,1,14,55,0,7,3,27,0,8.2,8.2,2016,13,9.0
674,T.J. Yeldon,JAC,1,17,59,0,9,7,31,0,9.0,9.0,2016,14,6.2
735,T.J. Yeldon,JAC,1,8,28,0,7,5,34,0,6.2,6.2,2016,15,19.7
1154,T.J. Yeldon,JAC,1,9,122,1,2,2,15,0,19.7,19.7,2017,7,5.2
1281,T.J. Yeldon,JAC,1,11,41,0,4,2,11,0,5.2,5.2,2017,9,5.0
1340,T.J. Yeldon,JAC,1,3,11,0,8,6,39,0,5.0,5.0,2017,10,5.2
1434,T.J. Yeldon,JAC,1,3,10,0,6,5,42,0,5.2,5.2,2017,12,5.2
1592,T.J. Yeldon,JAC,1,7,27,0,5,4,25,0,5.2,5.2,2017,15,13.7
1612,T.J. Yeldon,JAC,1,5,13,1,10,7,64,0,13.7,13.7,2017,16,
853,Tarik Cohen,CHI,1,5,66,0,12,8,47,1,17.3,17.3,2017,1,6.8
930,Tarik Cohen,CHI,1,7,13,0,9,8,55,0,6.8,6.8,2017,2,10.2
968,Tarik Cohen,CHI,1,12,78,0,4,4,24,0,10.2,10.2,2017,3,4.8
1042,Tarik Cohen,CHI,1,6,24,0,4,4,24,0,4.8,4.8,2017,4,4.6
1135,Tarik Cohen,CHI,1,14,32,0,3,1,14,0,4.6,4.6,2017,6,7.0
1177,Tarik Cohen,CHI,1,0,0,0,3,1,70,0,7.0,7.0,2017,7,6.8
1226,Tarik Cohen,CHI,1,4,2,1,3,1,6,0,6.8,6.8,2017,8,11.9
1363,Tarik Cohen,CHI,1,9,44,1,6,4,15,0,11.9,11.9,2017,11,4.4
1499,Tarik Cohen,CHI,1,2,5,0,4,4,39,0,4.4,4.4,2017,13,8.5
1526,Tarik Cohen,CHI,1,12,80,0,2,2,5,0,8.5,8.5,2017,14,
48,Terrance West,BAL,1,12,32,0,2,2,6,0,3.8,3.8,2016,1,5.7
84,Terrance West,BAL,1,11,42,0,3,1,15,0,5.7,5.7,2016,2,5.3
139,Terrance West,BAL,1,10,45,0,1,1,8,0,5.3,5.3,2016,3,17.3
157,Terrance West,BAL,1,21,113,1,0,0,0,0,17.3,17.3,2016,4,8.9
220,Terrance West,BAL,1,11,95,0,3,2,-6,0,8.9,8.9,2016,5,24.3
254,Terrance West,BAL,1,23,87,2,6,4,36,0,24.3,24.3,2016,6,2.7
443,Terrance West,BAL,1,15,21,0,3,1,6,0,2.7,2.7,2016,9,7.7
472,Terrance West,BAL,1,21,65,0,2,1,12,0,7.7,7.7,2016,10,11.3
516,Terrance West,BAL,1,8,42,1,2,1,11,0,11.3,11.3,2016,11,6.4
580,Terrance West,BAL,1,13,48,0,4,3,16,0,6.4,6.4,2016,12,18.8
607,Terrance West,BAL,1,10,50,1,3,3,18,1,18.8,18.8,2016,13,12.2
716,Terrance West,BAL,1,13,77,0,4,4,45,0,12.2,12.2,2016,15,5.5
795,Terrance West,BAL,1,10,27,0,3,3,28,0,5.5,5.5,2016,16,14.0
859,Terrance West,BAL,1,19,80,1,1,0,0,0,14.0,14.0,2017,1,10.5
918,Terrance West,BAL,1,8,22,1,2,2,23,0,10.5,10.5,2017,2,
383,Terron Ward,ATL,1,6,46,0,1,1,11,0,5.7,5.7,2016,8,3.0
442,Terron Ward,ATL,1,8,30,0,0,0,0,0,3.0,3.0,2016,9,5.2
739,Terron Ward,ATL,1,6,52,0,0,0,0,0,5.2,5.2,2016,15,4.2
1389,Terron Ward,ATL,1,6,31,0,1,1,11,0,4.2,4.2,2017,11,
19,Tevin Coleman,ATL,1,8,22,0,6,5,95,0,11.7,11.7,2016,1,13.1
62,Tevin Coleman,ATL,1,12,46,1,2,2,25,0,13.1,13.1,2016,2,26.9
100,Tevin Coleman,ATL,1,12,42,3,3,3,47,0,26.9,26.9,2016,3,3.3
196,Tevin Coleman,ATL,1,8,19,0,4,3,14,0,3.3,3.3,2016,4,22.3
202,Tevin Coleman,ATL,1,6,31,0,6,4,132,1,22.3,22.3,2016,5,13.4
318,Tevin Coleman,ATL,1,8,64,1,1,1,10,0,13.4,13.4,2016,7,7.3
577,Tevin Coleman,ATL,1,8,9,1,2,2,4,0,7.3,7.3,2016,12,4.9
640,Tevin Coleman,ATL,1,12,49,0,2,0,0,0,4.9,4.9,2016,13,17.5
655,Tevin Coleman,ATL,1,8,36,1,3,2,19,1,17.5,17.5,2016,14,6.6
733,Tevin Coleman,ATL,1,14,58,0,2,2,8,0,6.6,6.6,2016,15,19.5
758,Tevin Coleman,ATL,1,9,90,1,3,3,45,0,19.5,19.5,2016,16,11.9
818,Tevin Coleman,ATL,1,8,44,0,4,3,15,1,11.9,11.9,2016,17,5.8
885,Tevin Coleman,ATL,1,8,16,0,6,4,42,0,5.8,5.8,2017,1,10.5
917,Tevin Coleman,ATL,1,6,42,0,2,2,3,1,10.5,10.5,2017,2,8.9
975,Tevin Coleman,ATL,1,6,46,0,5,3,43,0,8.9,8.9,2017,3,14.4
1011,Tevin Coleman,ATL,1,9,79,0,6,4,65,0,14.4,14.4,2017,4,9.6
1120,Tevin Coleman,ATL,1,9,32,1,1,1,4,0,9.6,9.6,2017,6,10.4
1217,Tevin Coleman,ATL,1,14,82,0,1,1,22,0,10.4,10.4,2017,8,8.4
1270,Tevin Coleman,ATL,1,5,5,0,2,1,19,1,8.4,8.4,2017,9,14.8
1307,Tevin Coleman,ATL,1,20,83,1,1,1,5,0,14.8,14.8,2017,10,11.8
1364,Tevin Coleman,ATL,1,20,43,1,2,1,15,0,11.8,11.8,2017,11,21.7
1403,Tevin Coleman,ATL,1,19,97,2,0,0,0,0,21.7,21.7,2017,12,4.9
1497,Tevin Coleman,ATL,1,8,22,0,6,3,27,0,4.9,4.9,2017,13,11.2
1619,Tevin Coleman,ATL,1,6,12,0,4,4,40,1,11.2,11.2,2017,16,3.7
1696,Tevin Coleman,ATL,1,11,23,0,2,2,14,0,3.7,3.7,2017,17,
3,Theo Riddick,DET,1,7,45,1,5,5,63,1,22.8,22.8,2016,1,6.5
80,Theo Riddick,DET,1,11,37,0,5,4,28,0,6.5,6.5,2016,2,4.8
141,Theo Riddick,DET,1,10,9,0,9,7,39,0,4.8,4.8,2016,3,5.8
185,Theo Riddick,DET,1,11,31,0,7,4,27,0,5.8,5.8,2016,4,20.2
205,Theo Riddick,DET,1,11,49,0,6,6,33,2,20.2,20.2,2016,5,19.3
353,Theo Riddick,DET,1,11,56,0,11,8,77,1,19.3,19.3,2016,8,7.6
417,Theo Riddick,DET,1,14,70,0,3,1,6,0,7.6,7.6,2016,9,8.3
530,Theo Riddick,DET,1,4,13,0,10,8,70,0,8.3,8.3,2016,11,5.8
583,Theo Riddick,DET,1,9,45,0,5,5,13,0,5.8,5.8,2016,12,7.7
626,Theo Riddick,DET,1,4,2,0,6,5,15,1,7.7,7.7,2016,13,8.6
872,Theo Riddick,DET,1,1,-1,0,7,6,27,1,8.6,8.6,2017,1,3.7
949,Theo Riddick,DET,1,9,20,0,3,3,17,0,3.7,3.7,2017,2,3.8
993,Theo Riddick,DET,1,0,0,0,9,4,38,0,3.8,3.8,2017,3,5.3
1083,Theo Riddick,DET,1,2,8,0,5,4,45,0,5.3,5.3,2017,5,5.3
1134,Theo Riddick,DET,1,2,8,0,7,5,45,0,5.3,5.3,2017,6,4.5
1240,Theo Riddick,DET,1,4,21,0,2,2,24,0,4.5,4.5,2017,8,7.3
1275,Theo Riddick,DET,1,5,11,0,4,4,62,0,7.3,7.3,2017,9,10.7
1320,Theo Riddick,DET,1,4,35,0,3,3,12,1,10.7,10.7,2017,10,3.9
1391,Theo Riddick,DET,1,9,35,0,2,1,4,0,3.9,3.9,2017,11,12.2
1464,Theo Riddick,DET,1,9,21,1,5,5,41,0,12.2,12.2,2017,13,21.3
1508,Theo Riddick,DET,1,10,29,2,10,6,64,0,21.3,21.3,2017,14,6.1
1586,Theo Riddick,DET,1,8,49,0,3,3,12,0,6.1,6.1,2017,15,
39,Thomas Rawls,SEA,1,12,32,0,3,3,26,0,5.8,5.8,2016,1,8.8
526,Thomas Rawls,SEA,1,14,57,0,4,3,31,0,8.8,8.8,2016,11,3.8
594,Thomas Rawls,SEA,1,12,38,0,1,0,0,0,3.8,3.8,2016,12,23.8
602,Thomas Rawls,SEA,1,15,106,2,1,1,12,0,23.8,23.8,2016,13,7.4
678,Thomas Rawls,SEA,1,12,67,0,2,1,7,0,7.4,7.4,2016,14,3.9
746,Thomas Rawls,SEA,1,21,34,0,2,2,5,0,3.9,3.9,2016,15,7.4
835,Thomas Rawls,SEA,1,8,14,1,0,0,0,0,7.4,7.4,2016,17,3.5
1094,Thomas Rawls,SEA,1,8,20,0,3,2,15,0,3.5,3.5,2017,5,5.2
1185,Thomas Rawls,SEA,1,11,36,0,2,1,16,0,5.2,5.2,2017,7,7.0
1276,Thomas Rawls,SEA,1,9,39,0,2,2,31,0,7.0,7.0,2017,9,3.9
1347,Thomas Rawls,SEA,1,10,27,0,2,2,12,0,3.9,3.9,2017,10,
343,Tim Hightower,NO,1,5,39,0,1,1,5,0,4.4,4.4,2016,7,10.2
374,Tim Hightower,NO,1,26,102,0,3,1,0,0,10.2,10.2,2016,8,16.2
407,Tim Hightower,NO,1,23,87,1,1,1,15,0,16.2,16.2,2016,9,5.5
480,Tim Hightower,NO,1,8,21,0,2,2,34,0,5.5,5.5,2016,10,12.6
511,Tim Hightower,NO,1,12,69,0,9,8,57,0,12.6,12.6,2016,11,16.5
557,Tim Hightower,NO,1,15,51,0,2,2,54,1,16.5,16.5,2016,12,3.9
697,Tim Hightower,NO,1,6,31,0,2,1,8,0,3.9,3.9,2016,14,16.8
709,Tim Hightower,NO,1,11,37,2,3,3,11,0,16.8,16.8,2016,15,8.9
828,Tim Hightower,NO,1,3,29,1,0,0,0,0,8.9,8.9,2016,17,
1466,Tion Green,DET,1,11,51,1,0,0,0,0,11.1,11.1,2017,13,10.3
1622,Tion Green,DET,1,7,43,1,0,0,0,0,10.3,10.3,2017,16,3.5
1698,Tion Green,DET,1,9,21,0,2,2,14,0,3.5,3.5,2017,17,
46,Todd Gurley,LAR,1,17,47,0,3,1,-5,0,4.2,4.2,2016,1,7.0
76,Todd Gurley,LAR,1,19,51,0,1,1,19,0,7.0,7.0,2016,2,20.0
109,Todd Gurley,LAR,1,27,85,2,2,1,-5,0,20.0,20.0,2016,3,8.2
175,Todd Gurley,LAR,1,19,33,0,5,5,49,0,8.2,8.2,2016,4,16.8
208,Todd Gurley,LAR,1,23,72,1,5,3,36,0,16.8,16.8,2016,5,9.7
270,Todd Gurley,LAR,1,14,58,0,4,4,39,0,9.7,9.7,2016,6,9.2
324,Todd Gurley,LAR,1,15,57,0,7,6,35,0,9.2,9.2,2016,7,7.4
419,Todd Gurley,LAR,1,12,48,0,5,4,26,0,7.4,7.4,2016,9,7.2
475,Todd Gurley,LAR,1,21,64,0,1,1,8,0,7.2,7.2,2016,10,13.6
508,Todd Gurley,LAR,1,20,76,1,2,0,0,0,13.6,13.6,2016,11,8.9
570,Todd Gurley,LAR,1,13,50,0,4,4,39,0,8.9,8.9,2016,12,4.7
641,Todd Gurley,LAR,1,11,38,0,3,2,9,0,4.7,4.7,2016,13,14.3
662,Todd Gurley,LAR,1,16,61,1,4,3,22,0,14.3,14.3,2016,14,3.6
748,Todd Gurley,LAR,1,14,38,0,4,1,-2,0,3.6,3.6,2016,15,14.7
764,Todd Gurley,LAR,1,23,67,1,3,3,20,0,14.7,14.7,2016,16,7.7
833,Todd Gurley,LAR,1,14,40,0,5,4,37,0,7.7,7.7,2016,17,15.6
855,Todd Gurley,LAR,1,19,40,1,6,5,56,0,15.6,15.6,2017,1,25.6
901,Todd Gurley,LAR,1,16,88,1,4,3,48,1,25.6,25.6,2017,2,32.9
950,Todd Gurley,LAR,1,28,113,2,7,5,36,1,32.9,32.9,2017,3,27.5
1001,Todd Gurley,LAR,1,23,121,0,8,7,94,1,27.5,27.5,2017,4,5.0
1085,Todd Gurley,LAR,1,14,43,0,4,2,7,0,5.0,5.0,2017,5,12.0
1116,Todd Gurley,LAR,1,23,116,0,1,1,4,0,12.0,12.0,2017,6,21.4
1152,Todd Gurley,LAR,1,22,106,1,8,4,48,0,21.4,21.4,2017,7,22.4
1252,Todd Gurley,LAR,1,16,59,2,3,2,45,0,22.4,22.4,2017,9,13.6
1308,Todd Gurley,LAR,1,11,68,0,7,6,68,0,13.6,13.6,2017,10,11.6
1368,Todd Gurley,LAR,1,15,37,1,4,3,19,0,11.6,11.6,2017,11,12.8
1410,Todd Gurley,LAR,1,17,74,0,7,4,54,0,12.8,12.8,2017,12,15.8
1460,Todd Gurley,LAR,1,19,74,0,7,6,84,0,15.8,15.8,2017,13,25.5
1504,Todd Gurley,LAR,1,13,96,2,5,3,39,0,25.5,25.5,2017,14,42.0
1550,Todd Gurley,LAR,1,21,152,3,3,3,28,1,42.0,42.0,2017,15,39.6
1600,Todd Gurley,LAR,1,22,118,0,13,10,158,2,39.6,39.6,2017,16,
883,Tommy Bohanon,JAC,1,1,0,0,1,1,1,1,6.1,6.1,2017,1,12.2
1567,Tommy Bohanon,JAC,1,2,2,2,0,0,0,0,12.2,12.2,2017,15,
33,Travaris Cadet,NO,1,1,1,0,7,3,14,1,7.5,7.5,2016,1,3.0
292,Travaris Cadet,NO,1,1,3,0,5,4,27,0,3.0,3.0,2016,6,2.6
494,Travaris Cadet,NO,1,0,0,0,3,2,26,0,2.6,2.6,2016,10,5.3
634,Travaris Cadet,NO,1,0,0,0,6,5,53,0,5.3,5.3,2016,13,10.6
720,Travaris Cadet,NO,1,1,16,0,5,5,30,1,10.6,10.6,2016,15,7.6
783,Travaris Cadet,NO,1,0,0,0,2,2,16,1,7.6,7.6,2016,16,7.8
832,Travaris Cadet,NO,1,0,0,0,5,3,18,1,7.8,7.8,2016,17,2.9
1146,Travaris Cadet,NYJ,1,1,3,0,3,3,26,0,2.9,2.9,2017,6,5.6
1384,Travaris Cadet,BUF,1,3,17,0,6,6,39,0,5.6,5.6,2017,11,4.9
1435,Travaris Cadet,BUF,1,6,28,0,3,3,21,0,4.9,4.9,2017,12,3.8
1599,Travaris Cadet,BUF,1,4,24,0,1,1,14,0,3.8,3.8,2017,15,
268,Ty Montgomery,GB,1,3,6,0,12,10,98,0,10.4,10.4,2016,6,12.6
319,Ty Montgomery,GB,1,9,60,0,13,10,66,0,12.6,12.6,2016,7,9.1
416,Ty Montgomery,GB,1,7,53,0,3,3,38,0,9.1,9.1,2016,9,2.0
499,Ty Montgomery,GB,1,3,9,0,2,2,11,0,2.0,2.0,2016,10,4.4
539,Ty Montgomery,GB,1,4,17,0,4,3,27,0,4.4,4.4,2016,11,5.6
633,Ty Montgomery,GB,1,6,40,0,3,2,16,0,5.6,5.6,2016,13,14.6
660,Ty Montgomery,GB,1,9,41,1,4,3,45,0,14.6,14.6,2016,14,28.3
702,Ty Montgomery,GB,1,16,162,2,3,2,1,0,28.3,28.3,2016,15,6.1
837,Ty Montgomery,GB,1,8,44,0,5,3,17,0,6.1,6.1,2016,17,15.3
856,Ty Montgomery,GB,1,19,54,1,4,4,39,0,15.3,15.3,2017,1,23.0
902,Ty Montgomery,GB,1,10,35,1,7,6,75,1,23.0,23.0,2017,2,5.0
989,Ty Montgomery,GB,1,12,35,0,12,8,15,0,5.0,5.0,2017,3,3.1
1145,Ty Montgomery,GB,1,10,28,0,3,1,3,0,3.1,3.1,2017,6,5.1
1282,Ty Montgomery,GB,1,5,33,0,1,1,18,0,5.1,5.1,2017,9,12.8
1310,Ty Montgomery,GB,1,6,54,1,2,2,14,0,12.8,12.8,2017,10,
1021,Wayne Gallman,NYG,1,11,42,0,2,2,8,1,11.0,11.0,2017,4,8.2
1070,Wayne Gallman,NYG,1,11,57,0,5,5,25,0,8.2,8.2,2017,5,3.2
1144,Wayne Gallman,NYG,1,9,27,0,3,2,5,0,3.2,3.2,2017,6,4.1
1284,Wayne Gallman,NYG,1,9,41,0,1,0,0,0,4.1,4.1,2017,9,4.3
1442,Wayne Gallman,NYG,1,9,37,0,2,2,6,0,4.3,4.3,2017,12,9.9
1523,Wayne Gallman,NYG,1,12,59,0,9,7,40,0,9.9,9.9,2017,14,7.9
1575,Wayne Gallman,NYG,1,8,39,0,7,6,40,0,7.9,7.9,2017,15,6.2
1634,Wayne Gallman,NYG,1,10,18,0,8,6,44,0,6.2,6.2,2017,16,8.9
1678,Wayne Gallman,NYG,1,15,89,0,2,0,0,0,8.9,8.9,2017,17,
116,Wendell Smallwood,PHI,1,17,79,1,0,0,0,0,13.9,13.9,2016,3,2.5
445,Wendell Smallwood,PHI,1,2,25,0,0,0,0,0,2.5,2.5,2016,9,7.0
477,Wendell Smallwood,PHI,1,13,70,0,1,0,0,0,7.0,7.0,2016,10,7.9
531,Wendell Smallwood,PHI,1,13,48,0,5,4,31,0,7.9,7.9,2016,11,4.7
588,Wendell Smallwood,PHI,1,9,37,0,1,1,10,0,4.7,4.7,2016,12,8.0
981,Wendell Smallwood,PHI,1,12,71,0,2,1,9,0,8.0,8.0,2017,3,13.9
1013,Wendell Smallwood,PHI,1,10,34,1,6,4,45,0,13.9,13.9,2017,4,3.9
1192,Wendell Smallwood,PHI,1,8,25,0,2,2,14,0,3.9,3.9,2017,7,2.5
1296,Wendell Smallwood,PHI,1,5,25,0,0,0,0,0,2.5,2.5,2017,9,
195,Zach Zenner,DET,1,3,12,0,1,1,22,0,3.4,3.4,2016,4,3.2
243,Zach Zenner,DET,1,7,9,0,2,2,23,0,3.2,3.2,2016,5,7.7
275,Zach Zenner,DET,1,14,58,0,2,2,19,0,7.7,7.7,2016,6,8.9
326,Zach Zenner,DET,1,9,29,1,2,0,0,0,8.9,8.9,2016,7,4.0
645,Zach Zenner,DET,1,9,40,0,0,0,0,0,4.0,4.0,2016,13,4.5
695,Zach Zenner,DET,1,7,36,0,2,2,9,0,4.5,4.5,2016,14,6.4
734,Zach Zenner,DET,1,3,12,0,5,4,52,0,6.4,6.4,2016,15,21.2
756,Zach Zenner,DET,1,12,67,2,3,2,25,0,21.2,21.2,2016,16,17.0
810,Zach Zenner,DET,1,20,69,1,5,4,41,0,17.0,17.0,2016,17,7.1
1076,Zach Zenner,DET,1,3,11,1,0,0,0,0,7.1,7.1,2017,5,
